

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P09964171T0000|26 27|a
P09964171T0000|51 53|in
P09964171T0000|23 25|in
P09961326T0000|24 26|in
P09952378A0529|75 76|a
P09950213A1660|6 8|in
P09949160A0600|1 2|2
P09936001T0000|67 69|Sc
P09934611A1054|60 62|by
P09934611A1054|45 46|a
P09934611A1054|26 29|can
P09931391A0944|68 72|slow
P09931391A0944|65 67|be
P09931252A1055|54 72|viral coat protein
P09931191A0434|126 128|by
P09927589T0000|93 120|Drosophila melanogaster DSX
P09927570A0507|170 184|3 E1A proteins
P09927570A0507|17 21|RNU2
P09925777A1195|23 44|hnRNP A1 binding site
P09925372A0458|102 124|Kruppel-associated box
P09924675A0412|111 112|a
P09924675A0412|108 110|as
P09920896A1230|55 73|wild type peptides
P09920775A0075|13 15|up
P09918715A1158|56 71|eukaryotic TAFs
P09918715A0304|16 17|a
P09918096A0520|20 22|an
P09917555T0001|12 39|hematopoietic growth factor
P09917389A1239|76 80|FinO
P09917387T0000|56 57|a
P09917064T0000|28 40|CPEB homolog
P09916786A0811|170 204|bone-specific alkaline phosphatase
P09915860A0119|37 41|pgp2
P09915860A0000|46 60|GC-rich region
P09915798A1077|153 169|steroid receptor
P09914518A1217|135 138|can
P09914156A1496|76 95|tenascin-C promoter
P09911328T0000|35 36|a
P09895323T0000|41 43|in
P09893262A1272|93 95|to
P09892736A0343|46 50|CDED
P09892422A1096|57 59|in
P09892021A0712|96 126|basic fibroblast growth factor
P09892017A2151|25 27|be
P09892017A2151|75 77|in
P09891092A1000|0 2|We
P09891085A0815|0 5|Nip7p
P09891061A1240|138 140|in
P09891061A1240|73 84|SpEts4 gene
P09891061A0373|168 169|a
P09891046A0554|36 38|by
P09891046A0554|14 35|ribosomal protein L18
P09891009T0000|27 36|glycolate
P09889306A0321|31 42|Glvr-1 gene
P09889202T0000|150 175|helix-turn-helix proteins
P09888711A0781|223 225|in
P09887544A0000|119 122|for
P09887544A0000|80 82|as
P09886850A0145|66 68|by
P09886850A0145|109 111|by
P09886843A0339|43 44|a
P09886843A0339|24 34|human gene
P09885431A0000|97 101|twin
P09884232A0286|74 78|attL
P09883639A0000|92 94|in
P09882638A0235|42 44|in
P09882489A0451|109 110|a
P09882489A0451|76 80|mef2
P09882451A0195|77 107|endogenous ferrochelatase gene
P09882348A0611|98 130|transforming Shc adapter protein
P09882337A0000|114 130|heterodimeric gE
P09882337A0000|0 44|Varicella-zoster virus (VZV) glycoprotein gI
P09882334A0822|190 206|N-terminal motif
P09882303T0000|114 115|a
P09881692A0094|86 88|be
P09881692A0094|89 91|co
P09880544A0693|255 279|wild-type human btk gene
P09880544A0693|210 213|BTK
P09880543A0570|15 17|to
P09880543A0570|47 49|as
P09880513A1013|57 61|with
P09880513A1013|28 30|be
P09880512A1251|53 82|retinoic acid-bound receptors
P09880327A0322|70 72|to
P09880327A0322|90 92|an
P09878256A0000|47 48|a
P09874803A0000|149 150|a
P09874803A0000|62 64|an
P09874803A0000|65 96|extracellular cysteine protease
P09873291A0620|38 40|to
P09872337A0000|126 127|w
P09872337A0000|149 150|w
P09872337A0000|128 129|v
P09872326A0566|104 125|heat shock protein 70
P09871353A0174|123 125|in
P09869528T0000|31 35|with
P09869400A0203|132 138|germin
P09869297A1807|54 56|in
P09869297A1807|68 73|Hoxb1
P09869297A1807|68 78|Hoxb1 gene
P09867253A0229|73 76|can
P09865775A0162|38 41|how
P09864335A1226|67 68|a
P09864141A0528|0 2|We
P09863624A0629|73 88|mammalian CRF1s
P09862496A0187|139 148|betaGLU I
P09862343A0225|165 189|co-stimulatory molecules
P09862343A0225|17 22|gp200
P09861365A0000|52 54|to
P09858713A1174|162 167|ciD/+
P09858713A1174|41 54|wild-type Pan
P09858599A0392|96 101|HOXA9
P09858599A0392|11 16|HOXA9
P09858593A0334|65 72|NeuroD1
P09858577A1186|176 179|HOG
P09858571T0000|10 14|RER2
P09856732A0114|40 42|to
P09856397A0099|132 134|in
P09855111A0905|260 297|3-hydroxy-3-methylglutaryl coenzyme A
P09852752A0950|0 2|We
P09852136A0507|26 27|a
P09852136A0174|140 142|as
P09852068A0150b|49 56|DNase I
P09851700A0000|18 57|human tissue-type plasminogen activator
P09849722A0797|61 62|a
P09846033A0488|47 49|to
P09845662A0085|158 161|SDS
P09845662A0085|54 71|type III collagen
P09845043A0000|137 138|a
P09845043A0000|226 227|a
P09845043A0000|252 255|can
P09843944A0976|148 151|for
P09843944A0976|152 162|UP element
P09843572A0944|114 116|in
P09843572A0944|77 105|N-terminal regulatory domain
P09843412A0130|84 86|be
P09843378A0187|25 27|as
P09840934A0435|92 110|Ha-Ras(G12V, E37G)
P09840932A0365|48 49|a
P09840928A0884|55 66|histones H3
P09838122A0489|59 82|mouse homologue of MPP3
P09837978T0093|24 47|c-Jun N-terminal kinase
P09837945A0820|156 157|a
P09837945A0820|153 155|in
P09837933T0000|2 6|CIP1
P09837920A0222|5 7|we
P09837913A0419|113 121|human D2
P09837913A0000|0 17|Type 2 deiodinase
P09837907A0857|181 204|c-Jun N-terminal kinase
P09837715A0581|111 120|CAT) mRNA
P09835615A0574|43 58|nuclear protein
P09834070A0793|122 124|by
P09833610A0626|70 73|not
P09832504A0596|15 17|we
P09832436T0000|87 98|PRL) family
P09829916T0000|114 117|lac
P09829916T0000|44 71|Escherichia coli spc operon
P09829843A0119|4 44|hematopoietic colony-stimulating factors
P09829836A0815|95 106|E. coli neo
P09829836A0000|127 152|cyclin- dependent kinases
P09827993A0000|44 74|CCHC-type zinc finger proteins
P09826778A0943|74 78|myoD
P09824021A1263|83 87|with
P09824021A1263|88 89|a
P09824021A1263|12 14|We
P09823561T0001|0 3|Low
P09822690A0000|54 76|cAMP-dependent protein
P09822685A0596|180 181|e
P09822652A1118|59 61|at
P09822652A1118|24 36|HCK promoter
P09822647A0000|71 73|in
P09822602A1172|81 84|can
P09821978A1255|64 66|MK
P09820621A0067|153 155|to
P09820611T0000|88 90|in
P09819440A0783|76 78|in
P09819430A0000|4 23|Ras-related GTPases
P09819422A0768|97 99|in
P09819411A0897|84 101|Ets-binding sites
P09819038A0448|0 17|Recombinant FVIIa
P09817190A0074|48 52|with
P09817131A0296|50 52|an
P09813259A1097|25 26|a
P09813259A1097|91 92|a
P09813254A0000|102 121|anti-viral proteins
P09813254A0000|66 85|a family interferon
P09813203T0000|65 81|HIV-1 gp120 IIIB
P09813098A0521|74 76|in
P09813093A0624|56 58|or
P09813063T0000|14 15|a
P09813063T0000|22 52|murine phospholipase D homolog
P09813041A1122|56 77|Jun N-terminal kinase
P09811730T0000|159 196|RNA-dependent protein kinase pkr gene
P09811730A1396|111 122|KCS protein
P09808441A0320|114 116|in
P09807755A0146|44 47|for
P09806857A0854|145 151|Pac25I
P09806516A1212|83 86|for
P09806516A1212|79 82|not
P09802902A0225|0 2|We
P09802206A1058|146 148|S7
P09801333A0174|4 22|full-length N gene
P09800187A0100|36 46|human TP53
P09799793T0000|0 5|Large
P09799634A0161|119 143|homologous UmuD' protein
P09799362A1463|90 130|mitochondrial transcription factor Mtf1p
P09799362A0507|78 82|AZF1
P09799237A0624|23 26|Srf
P09799086A0725|142 153|HPRT exon 3
P09798263T0000|137 139|in
P09798068A0290|47 49|an
P09797456A0883|113 114|a
P09797189A0559|67 69|at
P09795213A0129|306 309|FUS
P09795213A0129|352 369|RNA polymerase II
P09795170A0774|0 2|We
P09795130A0742|50 53|not
P09795130A0742|46 49|did
P09795130A0742|43 45|se
P09794795A0183|322 366|SH2)-containing protein tyrosine phosphatase
P09792702A0754|14 15|a
P09792682A0713|58 60|in
P09792630A1127|173 209|terminal deoxynucleotidyltransferase
P09792627A0441|6 9|can
P09792439T0000|18 39|apolipoprotein B mRNA
P09790767A0372|0 2|We
P09790499A0545|103 104|a
P09790499A0545|37 47|hBub1 mRNA
P09789025A0149|37 40|not
P09788739A1096|8 9|a
P09788739A1096|10 39|CD44-associated serine kinase
P09786932A1042|216 225|IFNA gene
P09786926A1372|41 43|we
P09786926A1372|84 88|ADD1
P09785114A1026|33 35|in
P09785114A1026|18 21|did
P09784245T0000|0 32|Cardiac myosin-binding protein C
P09781874A1061|35 37|as
P09781871A0404|331 357|rsmA in Erwinia carotovora
P09781761A0384|8 11|Chi
P09780336A0771|76 78|in
P09780336A0771|12 21|Msy2 mRNA
P09778197A0415|193 252|beta-hydroxy-beta-methylglutaryl-CoA (coenzyme A) reductase
P09777600A0000|88 89|a
P09776360A1781|65 86|human NOS II promoter
P09773981A0415b|44 45|a
P09773975A1873|177 179|as
P09773975A1873|0 24|Wild-type AT1A receptors
P09771985A0238|70 72|to
P09770493A0499|106 108|we
P09770378A0641|26 28|be
P09769910A1700|55 57|by
P09769209A0100|29 31|to
P09769209A0100|125 126|a
P09767687T0000|107 111|rbcL
P09767593A0130|76 108|tyrosine-phosphorylated proteins
P09767504A1371|119 121|up
P09765754A1727|10 11|a
P09765754A1727|18 20|in
P09765411A0991|142 153|bovine mRNA
P09765394A0000|4 41|Epstein-Barr virus transactivator Zta
P09765388T0000|35 104|adenovirus type 5 E1B 55-kilodalton and E4 34-kilodalton oncoproteins
P09765261A0000|214 242|viral Tax-responsive element
P09763607A0521|0 2|We
P09763470A1756|132 133|e
P09763446A0000|25 35|Rab family
P09761723A0226|20 22|in
P09757012A0942|142 143|a
P09755199A0373|0 2|We
P09753775A0734|88 115|Cdc2-like histone H1 kinase
P09753774A2246|107 134|fructosyl transferase genes
P09751114A1987|61 63|in
P09751061A0000|193 195|in
P09750540A0000|39 40|a
P09750325A0000|59 60|a
P09749533A0764|13 14|a
P09749533A0764|45 46|a
P09748669A0414|0 2|It
P09748286A0000|57 98|human leukemia inhibitory factor receptor
P09748261A0000|67 77|fatty acid
P09748261A0000|0 24|Saccharomyces cerevisiae
P09747873T0000|60 63|ABL
P09747873T0000|35 40|GRB10
P09747651A0000|58 61|for
P09747651A0000|33 35|as
P09745797A0943|53 56|not
P09744095A1016|90 93|hy2
P09743233A0526|35 38|ets
P09741783A0000|109 111|in
P09741391A0581|9 11|in
P09739913A0194|13 15|We
P09739401A0000|124 126|in
P09736697A1107|153 168|wild-type Stat3
P09735371A0227|32 60|POU-type homeodomain protein
P09735371A0227|15 21|unc-86
P09735368A0636|99 101|an
P09735368A0636|12 31|wild-type m8 3' UTR
P09734808A0000|28 30|we
P09733815T0000|16 42|latent membrane protein 2A
P09733794A1323|43 65|Bcl-2-related proteins
P09733493A0493|113 115|in
P09731705A2126|93 94|a
P09731704A1472|136 142|ERELuc
P09731354A0963|133 135|up
P09729481A0000|49 66|BCOD) kinase mRNA
P09726987T0000|26 37|L acetylase
P09726987T0000|8 12|SPT3
P09725854A1060|126 129|Rf3
P09725854A1060|126 136|Rf3 allele
P09725854A1060|227 233|urf209
P09725651A0077|30 32|to
P09725292A1473|100 103|can
P09724772A0840|32 36|ZiaR
P09724763T0000|27 29|in
P09724654A1120|43 47|Dbf4
P09724654A0761|130 135|RPA's
P09723896A0000|182 210|9-cis retinoic acid receptor
P09723896A0000|0 43|Peroxisome proliferator-activated receptors
P09722161A3065|55 57|by
P09722043A2070|50 52|in
P09718372T0000|21 27|MAPKKK
P09717887A0239|25 27|to
P09717887A0239|160 162|to
P09717835A0941|92 93|a
P09717835A0941|113 115|an
P09716183A1036|180 205|TBP amino-terminal domain
P09716179A0974|65 84|RA-responsive genes
P09716179A0974|0 9|RXR-gamma
P09716179A0974|134 141|p21Cip1
P09715278A1079|100 118|RA-regulated genes
P09714835A0345|141 157|CPE)-like enzyme
P09714109A0785|33 35|in
P09713996A0262|89 91|in
P09713990T0000|96 110|wild-type TP53
P09712919A0307|25 27|in
P09712919A0307|41 43|we
P09712898T0000|35 66|stress-activated protein kinase
P09710641A0000|50 63|paired domain
P09710621A0598|127 129|in
P09710615T0000|43 44|a
P09710599T0000|25 58|mitogen-activated protein kinases
P09708450A0648|59 61|in
P09705564T0000|73 75|E5
P09705564T0000|68 86|E1E4,E5 transcript
P09705497A0227|144 146|be
P09705324A1602|391 394|EBP
P09705324A0213|154 157|EBP
P09705324A0213|120 150|CCAAT/enhancer-binding protein
P09705324A0213|0 7|DNase I
P09705258A0837|134 160|Escherichia coli lacZ gene
P09704927A0479|39 47|E2Fs 1-5
P09704857T0000|57 59|in
P09704569T0000|54 79|human TR2 orphan receptor
P09704006A0224|25 27|in
P09703276A2346|48 50|to
P09703213A0280|24 26|D1
P09701616A0108|0 38|Reverse transcriptase-polymerase chain
P09701609A0116|43 73|phosducin-like orphan proteins
P09698457A0778|60 61|a
P09698457A0778|39 50|CDPDeltaCR1
P09695194T0000|44 47|for
P09694897T0000|141 156|bZIP-like motif
P09694860A0498|4 21|C-terminal region
P09694860A0498|35 50|PTP-like domain
P09694514A0000|54 116|seven-transmembrane G-protein coupled chemoattractant receptor
P09693306T0000|32 34|in
P09693035T0000|0 10|Human ULK1
P09692965A0904|83 90|solvent
P09689919A1192|51 52|a
P09689919A1192|72 98|secreted PEDF glycoprotein
P09689047A0253|176 177|a
P09687511A1091|40 43|ABL
P09687498A1173|70 71|v
P09686344T0000|42 68|ornithine transcarbamylase
P09685021A0127|222 224|in
P09682897A0218|127 131|with
P09681822A0520|44 46|in
P09679750A0304|109 124|cyclo-oxygenase
P09679066A1352|100 103|pre
P09679066A1352|54 64|SR protein
P09678837A0736|145 148|out
P09677410A1059|145 171|liver-specific enhancer II
P09677405A0856|0 10|Pol32Delta
P09677330A0584|4 9|PDE4A
P09675154A0690|160 161|a
P09671579A1168|77 78|a
P09671579A1168|16 19|noi
P09671313A0334|49 51|al
P09670943T0000|60 65|pp120
P09668096A0806|60 63|for
P09667482A0978|66 68|in
P09667482A0978|187 188|a
P09666114A0389|27 47|5'-regulatory region
P09664033A1204|148 150|or
P09664033A1204|112 126|mature snoRNAs
P09661676T0000|47 49|in
P09660836A0983|152 155|for
P09660836A0983|156 179|deltaN3-S218E/S222D MEK
P09658405A0000|80 115|orphan nuclear receptor superfamily
P09658104T0000|81 129|Rous sarcoma virus long terminal repeat promoter
P09657003T0000|83 84|a
P09657003T0000|190 205|virus-like RNAs
P09657003T0000|42 71|RNA-dependent RNA polymerases
P09656485A0351|26 39|Lian elements
P09655916A0415|7 41|DNA recognition helix of finger II
P09655248A0000|10 17|Megalin
P09653745A0180|160 162|so
P09653641A0471|29 31|to
P09653182A1298|52 55|can
P09652742A0455|134 144|MMTV-c-myc
P09651383A0967|154 169|apoCII promoter
P09651375T0000|96 99|PSD
P09651375T0000|103 106|Dlg
P09650403A0868|84 86|in
P09650299A1334|45 63|VirD2 omega domain
P09650299A0000|68 70|in
P09650275T0000|72 86|pharmaceutical
P09649501A0358|132 167|heat shock factor binding protein 1
P09649315A0943|71 113|N-terminally truncated MIP-1 beta variants
P09649265A1575|245 247|or
P09649265A1575|145 146|a
P09649069A0490|20 22|to
P09649069A0490|12 14|be
P09645576A0148|26 28|in
P09643548A0000|19 50|(2Fe-2S) plant-like ferredoxins
P09642764A0469|168 170|an
P09642764A0469|156 158|in
P09642276A0881|64 66|in
P09642227A0000|66 73|keratan
P09642214A0244|76 80|ErbB
P09642042A0646|50 52|di
P09641167A1359|61 70|LDLr gene
P09640802A0467|3 5|It
P09640162A0242|122 123|a
P09640162A0242|32 64|pituitary-derived growth hormone
P09639558A0957|0 2|It
P09639410A3282|46 49|for
P09639074A0707|117 140|NF-kappaB-proximal site
P09638793A1446|157 158|v
P09637689A0150|98 114|RNAP) holoenzyme
P09636708A0460|104 125|YccA11 mutant protein
P09636358A0000|151 153|at
P09635149A1148|20 23|did
P09633630A0740|101 102|v
P09633630A0740|182 183|v
P09633274A0000|52 54|in
P09632785A0000|29 33|U2AF
P09632734A0081|40 57|C-terminal region
P09632709A0464|98 137|Drosophila melanogaster nuclear protein
P09632637A0361|211 212|a
P09632637A0361|103 109|IGFIIR
P09632637A0361|62 65|M6P
P09631366A0951|68 69|a
P09630245A0903|118 153|metazoan U1 snRNP-specific proteins
P09628821A1194|15 17|in
P09628419A0812|13 15|by
P09628419A0812|93 95|be
P09627598A0384|118 119|a
P09627285A0554|64 65|a
P09626662A1076|172 174|to
P09625807A0000|0 2|We
P09622055A0207|121 138|Drosophila (D-Cbl
P09621893A0000|86 115|vascular alpha2-adrenoceptors
P09621062A0810|161 162|a
P09620955A0370|153 155|to
P09620955A0370|171 174|lac
P09620873A1710|77 79|in
P09620873A1710|189 193|sHSP
P09619631A0344|116 134|mammalian p120 Ras
P09618481T0000|18 27|human p21
P09618481T0000|28 32|WAF1
P09618475A0747|74 77|not
P09618475A0747|24 41|CTD-binding motif
P09618150A0127|31 59|insulin-like growth factor I
P09617807A0929|204 223|Gypsy-like elements
P09614065A0966|97 99|in
P09613574A0905|13 32|recombinant protein
P09612775A0726|47 60|serum antigen
P09611234A0098|83 87|LAZ3
P09611229A1664|43 45|in
P09611229A1664|46 65|nmt1-451Dino2 Delta
P09611016A0652|30 32|or
P09610755A1731|9 11|to
P09609705A0895|19 44|mitochondrial bc1 complex
P09606633A0523|0 15|Interferon beta
P09605934A0801|120 143|helix-loop-helix family
P09605137A0677|90 123|CD28RE-driven reporter constructs
P09604052A0166|107 108|a
P09604052A0166|49 50|a
P09603345A1257|162 163|a
P09603345A1257|35 37|so
P09601940A0280|76 116|cytokine-inducible transcription factors
P09601007A0223|0 2|We
P09599102A1191|12 13|a
P09596536A0219|20 23|not
P09596536A0219|65 68|ACL
P09594299A0468|72 74|by
P09592219A0652|18 20|to
P09592125A0000|0 29|Class I alpha1,2-mannosidases
P09590540A0513|68 94|N-terminal signal sequence
P09590540A0513|163 167|Sal1
P09590294A0453|39 41|to
P09585540A0440|9 10|a
P09585253A1147|39 42|raf
P09584194A1305|180 181|a
P09584194A1305|91 104|human homolog
P09584194A0000|25 28|Sin
P09584180A0701|79 95|endogenous Stat6
P09582953A0000|193 195|IX
P09582953A0000|197 201|F.IX
P09582327A0295|184 220|rat LHbeta gene 5'-flanking sequence
P09582267A0326|33 64|SINA-homologous (Siah) proteins
P09581872A0000|52 67|type I collagen
P09581834A2578|170 173|SHC
P09580563A0331|60 90|cytoplasmic dynein heavy chain
P09580062A0100|132 134|at
P09579808A0000|36 74|1,2-N-acetylglucosaminyltransferase II
P09579808A0000|84 96|EC 2.4.1.143
P09579789A0974|95 98|can
P09579789A0974|186 188|as
P09578042A0363|108 110|in
P09578042A0363|87 89|we
P09577395A0000|133 135|up
P09577365A0747|88 90|IV
P09577365A0747|74 90|collagen type IV
P09576230T0000|14 35|nitric oxide synthase
P09575187A1558|173 175|an
P09573374A0687|117 119|we
P09573374A0687|175 179|IRF1
P09573244A0523|36 38|by
P09573202A0900|159 176|N-terminal domain
P09572990A0630|45 50|MHC-I
P09571563A0000|22 24|an
P09570133A0474|41 56|protein-protein
P09568445T0000|69 73|with
P09566918A1115|177 181|PRDI
P09566882A0693|18 21|not
P09566871T0000|58 95|mitogen-activated protein kinase Fus3
P09566871A0343|184 214|reverse transcriptase proteins
P09565606A0520|112 138|repZ ribosome-binding site
P09565584A0770|189 191|as
P09565576T0000|22 52|eukaryotic DNA topoisomerase I
P09564860A2315|243 253|Gs protein
P09562558T0000|26 50|IRF-2 DNA-binding domain
P09562398A0848|19 21|in
P09560430A0000|26 28|in
P09560430A0000|58 59|a
P09557708A1426|108 110|in
P09557678A0140|86 102|BPV1) E2 protein
P09556573A1062|218 230|co-repressor
P09556561A0671|181 184|pre
P09555046A1617|87 89|an
P09553143A0729|51 54|Erk
P09552469A0225|198 200|or
P09551972A1033|156 165|9804 gene
P09551938A0318|40 42|we
P09551938A0318|12 38|nuclear regulatory factors
P09551182A0212|203 204|a
P09551182A0212|136 137|a
P09550919A0365|28 29|a
P09550919A0365|25 27|in
P09550591A0454|88 91|for
P09550591A0454|106 107|a
P09549632A1189|47 48|a
P09548481A0000|112 133|human IL-5Ralpha gene
P09547311A1394|114 134|extracellular domain
P09546424A1550|62 64|to
P09545638T0000|52 85|human arginine methyltransferases
P09545638A0330a|26 27|a
P09545353A1071|95 121|cAMP response element site
P09545323T0000|87 91|MSH2
P09545323T0000|92 96|MSH6
P09545312A1197|159 160|a
P09545312A1197|161 176|protein-protein
P09545293A0590|46 47|a
P09541721A0894|13 15|in
P09541636T0000|0 15|Creatine kinase
P09540062A0755|58 82|Site II cognate proteins
P09539779A0621|12 14|in
P09539779A0621|84 85|a
P09538220A0000|4 35|mitochondrial regulatory region
P09537651A0366|71 72|v
P09537378A1227|70 73|gcv
P09537375A0198|47 76|chromosomal gntT::lacZ fusion
P09537295T0000|101 130|androgen-binding protein gene
P09537295A0951|86 124|reverse transcriptase-polymerase chain
P09536901A0362|0 2|On
P09536440A0000|53 55|to
P09536440A0000|56 58|be
P09535908A0321|122 135|70 kDa (LNX-b
P09535892A0000|24 49|heterotrimeric G proteins
P09535851A0591|75 92|PtdIns(4)P kinase
P09535833A0228|90 146|selenocysteine tRNA gene transcription activating factor
P09533030T0000|16 32|human complex II
P09530251A0766|5 7|or
P09529216A0644|44 45|a
P09528987A1348|144 147|EBP
P09528987A1348|223 239|human T/EBP gene
P09528784A0000|4 14|mei4+ gene
P09528770A1379|4 7|RAS
P09528770A1379|44 48|cAPK
P09528768A0000|143 173|ER-resident chaperone proteins
P09528766A0915|52 67|MAPKAP kinase 2
P09528758T0000|106 111|Oct-6
P09525891T0000|77 78|a
P09525891T0000|79 103|cAMP-responsive sequence
P09525888A1482|43 44|a
P09525888A1482|0 16|Full-length FLAP
P09525105A0298|99 108|glycoside
P09524276A0939|42 72|urease in Klebsiella aerogenes
P09524273A0205|55 61|gC1qBP
P09524267A1023|193 196|act
P09524229A0000|230 233|lac
P09524222A0769|128 175|human red cell alpha- and beta-adducin subunits
P09524222A0769|58 64|beta 4
P09524122A0336|56 57|a
P09523551A0367|75 102|G protein-coupled receptors
P09522979T0000|70 72|in
