

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P10349443A0358|19 22|lab
P10350454A0000|100 107|guanine
P10350454A0000|77 89|8-oxoguanine
P10350484A0346|130 133|ATP
P10357751A0866|13 18|group
P10358080A1114|152 156|role
P10360454A0916|151 152|p
P10362652A0350|32 35|EGF
P10362652A0350|5 14|carbachol
P10364163A0092|67 87|phosphatidylinositol
P10364202A0646|63 66|DBP
P10364319A0109|0 2|Cp
P10364425A0610|121 126|STAT3
P10364523T0000|68 70|Mb
P10364523T0000|83 87|SOX9
P10366503A0812|230 237|protein
P10366503A1506|114 121|peptide
P10367646A0569|200 201|P
P10369775A0178|77 79|ER
P10369926A0251|85 88|IL8
P10370778A0000|198 209|anastrozole
P10375638A0859|23 27|UTR1
P10376874A0759|178 185|protein
P10376877A0611|175 182|protein
P10377438A0647|24 28|UBC9
P10380232A0000|113 126|dexamethasone
P10380800A0194|20 30|nucleotide
P10381377T0000|79 83|role
P10385384A0654|35 42|xylitol
P10385395A0000|67 78|cholesterol
P10392669A0935|199 203|drug
P10392669A0935|466 476|famotidine
P10392669A0935|451 461|cimetidine
P10393197A0543|0 4|DDP1
P10393422A0476|24 29|LAMB2
P10395283A0960|72 77|Smad4
P10395908A0236|157 166|G-protein
P10395908A0236|42 49|protein
P10400757A0000|0 5|CXCR4
P10403690A0000|372 381|cisplatin
P10403839A1459|166 169|Ahr
P10406459A0000|172 179|protein
P10407184A0520|228 231|URE
P10407184A0520|323 326|URE
P10407269A0000a|62 67|cdc14
P10407269A0000b|81 84|arm
P10409741A0382|41 45|CDC4
P10411139A1344|88 92|role
P10413676A1193|84 87|Ser
P10416558A0000|258 259|N
P10417331A1008|63 64|k
P10417331A1008|75 76|s
P10423292A0782|35 40|Spam1
P10426450A1458|126 129|ILK
P10427654A0000|39 43|role
P10428811A1067|107 110|Src
P10428862A0834|125 132|protein
P10430883A0000|250 253|Con
P10438540A1185|128 135|protein
P10442493A0815|156 157|p
P10442493A0815|145 146|r
P10442493A0815|29 37|lycopene
P10444597A0586|65 69|salt
P10446206A0000|44 47|PS1
P10446998A0955|89 92|SRF
P10448036A0748|236 243|protein
P10453006A0478|81 87|PSMB11
P10454533A0859|108 112|acid
P10454568A0815|169 172|EGF
P10454568A0815|127 134|insulin
P10460015A0465|49 57|estrogen
P10464310A0218|281 284|Crk
P10469174A0678|124 128|MBF1
P10471587A0239|252 264|erythromycin
P10471696A0734|25 29|SAS5
P10471696A0734|108 112|role
P10471721A0141|160 161|s
P10472314A0717|24 27|TTP
P10472836A0189|41 42|P
P10477583A0000b|38 41|BCR
P10477597A0126|103 107|GCKR
P10478844A1604|47 54|protein
P10485470A0242|37 40|Sp3
P10485470A0242|29 32|Sp1
P10488088T0000|115 122|protein
P10488129T0058|31 32|S
P10488148A0111|27 31|role
P10488875A0000|72 74|CP
P10490065T0000|30 34|role
P10490604A0601|65 68|Fyn
P10490609A0413|189 197|cytosine
P10490639A0000|29 34|PHO85
P10490843A0159|125 132|protein
P10491187T0000|31 34|PTS
P10493575T0000|148 151|p53
P10493575T0000|91 98|peptide
P10493876A0000|197 205|chrysene
P10493876A0000|220 221|g
P10493876A0000|218 219|B
P10493876A0000|511 512|B
P10493876A0000|96 99|11S
P10493876A0000|447 448|d
P10493876A0000|318 319|B
P10493876A0000|419 420|B
P10493876A0000|421 422|g
P10495573A0365|6 16|sildenafil
P10495573A0365|132 142|sildenafil
P10496303A1968|93 104|ganciclovir
P10497874A0925|59 63|PIP2
P10501965A0879|189 198|G-protein
P10501969A1329|25 31|GATA-5
P10502402A0129|160 161|T
P10504332A0701|93 96|RAP
P10505694A0739|130 131|P
P10506143A0610|169 172|EGF
P10509768A1118|68 73|group
P10510379A0105|50 55|STAT6
P10513922A1237|167 168|p
P10517666A1069|37 39|GR
P10518502T0000|0 5|nos-1
P10518502T0000|10 15|nos-2
P10518561A0885|38 41|Tec
P10518822A1037|112 121|biomarker
P10521447A0606|22 23|B
P10521450A0437|87 90|Lyn
P10521450A0437|36 39|Syk
P10521450A0437|30 33|Lyn
P10521509A0000|226 231|RGS11
P10521509A0000|216 220|RGS9
P10521796A0872|11 13|GC
P10521796A0872|165 167|IM
P10523640A0367|148 156|tyrosine
P10523647A0000|48 55|protein
P10523663A0404|97 102|group
P10526670A0236|115 119|PIP2
P10527180A0869|48 49|P
P10527475A0643|3 5|PC
P10528035A1102|12 13|P
P10529354A0375|81 84|20S
P10533066A1197|103 107|TSC2
P10536125A0093|105 114|inhibitor
P10536788A0931|9 10|d
P10541550A0487|42 46|ACE3
P10541865A1301|49 55|CDKN2B
P10542249A0415|133 140|protein
P10542269A0000|216 219|APP
P10542281A2021|59 74|keratan sulfate
P10543270A1054|135 136|p
P10544037A0617|0 4|FZD4
P10544037A0617|136 141|FZD10
P10544037A0617|106 110|FZD4
P10544037A0617|22 26|FZD9
P10544037A0617|31 36|FZD10
P10544088A0308|133 136|Tat
P10544089A1208|162 164|MP
P10544089A1208|195 197|MP
P10544089A1208|116 117|H
P10549354A1782|241 244|APC
P10552357A1936|269 272|AIR
P10554946A0082|51 60|tamoxifen
P10556046A0328|103 107|side
P10556089A0901|101 105|role
P10556089A0901|23 28|etr-1
P10556145A1034|80 81|p
P10556595A0391|66 67|T
P10557072A0127|81 85|ULK1
P10559324A0716|128 130|Ad
P10559364A0846|215 218|SSB
P10561460A0615|77 88|polypeptide
P10561546A0000|41 48|protein
P10563605A0773|99 100|r
P10563605A0773|109 110|p
P10564280A0140|61 68|YT521-B
P10564495A0444|128 135|antigen
P10567430A0785|152 153|s
P10571474A0571|39 42|CA3
P10572130A1623|137 141|role
P10572866A0481|87 94|protein
P10585440A0204|102 105|arm
P10585453A1029|165 169|role
P10587460A0302|52 55|VDR
P10591633A0138|173 177|role
P10591990A0178|2 7|group
P10592791A0370|67 69|SE
P10592791A0370|400 404|lack
P10592791A0370|191 195|lack
P10592824A1157|281 282|P
P10593950A1113|12 15|WT1
P10597222A1371|52 60|molecule
P10601410A0977|41 45|role
P10602502A0422|22 26|Tob2
P10602507A0652|132 135|p53
P10607899A0605|104 107|Sp1
P10611225A1127|192 196|role
P10611320A0816|148 152|Cdk7
P10614676A0000|120 128|tibolone
P10614857A0584|240 241|P
P10617126A1005|254 259|group
P10617126A1005|72 77|group
P10620010A1155|158 167|threonine
P10624787A0432|74 75|P
P10624787A0432|220 221|P
P10624787A0432|146 147|P
P10627532A0739|80 87|protein
P10627532A0739|31 32|Z
P10627834A0178|139 142|Rex
P10628971A1165|278 283|INP53
P10633075A1111|74 93|N-acetylglucosamine
P10637149A0806|49 50|p
P10643313A0345|114 116|ml
P10644357A0935|138 141|VP2
P10644753A0725|111 118|heparin
P10645921A1320|190 191|P
P10648619A0000|72 75|TBP
P10648619A0000|209 213|lack
P10650938T0000|23 25|ER
P10652362A0933|201 205|CFTR
P10652362A0933|59 63|CFTR
P10655164A0546|140 142|Li
P10660069A0819|64 68|HOG1
P10662614A0972|91 93|CP
P10664876A0000|33 47|corticosteroid
P10669736A0903|35 38|CAT
P10671520T0000|59 66|protein
P10673426A0168|92 93|T
P10674395A0262|141 144|GMP
P10677214A1045|296 300|base
P10679065A1217|79 82|CAT
P10679649A0311|135 147|methotrexate
P10679649A0311|153 167|5-fluorouracil
P10681588A0899a|52 54|C6
P10683244A0939|207 208|R
P10683244A0939|159 166|mixture
P10683244A1860|49 53|CFTR
P10683989A0251|87 88|P
P10684304A1242|24 25|U
P10687855A1197|104 108|role
P10688660A0992|98 110|progesterone
P10688660A0992|36 39|CBP
P10691972T0000|172 176|MRP3
P10691972T0000|88 92|MRP2
P10692374A1873|254 257|PAN
P10692433A0000|48 52|role
P10694189A0469|67 80|noradrenaline
P10694605A1327|125 126|P
P10699653A0967|143 150|sucrose
P10699896A0455|17 22|group
P10699896A0455|49 50|P
P10702389A1148|74 81|protein
P10703633A0747|38 42|acid
P10703633A0747|212 215|min
P10704338A0354|271 286|leucine residue
P10704975A0479|45 48|min
P10706475A0644|33 37|DSPP
P10706736A1091|130 135|HLA-A
P10706887A0281|63 64|t
P10706887A1457|35 39|ATIC
P10706887A1457|159 171|methotrexate
P10711674A0000|116 119|MIM
P10713175A1399|54 58|Mdm2
P10713453A0172|4 11|protein
P10715602A0149|27 40|dexamethasone
P10721698A1195|184 188|CSTB
P10721698A1195|95 99|CSTB
P10721717A0676|0 4|Fgd3
P10722063A0328|116 120|acid
P10722661A0146|22 29|protein
P10722737A1726|43 46|Sp1
P10722737A1726|134 137|Sp1
P10724483A0540|52 56|SRP1
P10725382A0398|130 134|SOS2
P10727433A0560|239 242|ras
P10727511A0294|9 10|s
P10729220A0000|19 23|IGF2
P10729220A1569|77 80|H19
P10731411A0958|184 185|A
P10733569A0364|141 145|HSF2
P10736161T0000|16 35|phosphoenolpyruvate
P10739671A0136|336 346|interferon
P10742114A0486|0 4|Dll3
P10744026A0000|48 55|sucrose
P10744026A0000|72 79|glucose
P10747053A1102|170 174|role
P10747099A0507|144 147|Crk
P10747879A0607|21 25|CCR5
P10748113A0187|80 84|RIM1
P10748113A0187|45 49|RIM2
P10748125A0000|35 38|I-2
P10750020A0843|34 36|ER
P10750524A0724|139 144|group
P10750524A0724|146 147|p
P10751398A1135|81 85|CD40
P10756020A0571|4 11|protein
P10756094A0671|46 48|Mb
P10759693A0201|309 321|theophylline
P10759693A0201|234 244|famotidine
P10759693A0201|295 304|phenytoin
P10767251A1046|140 144|pigs
P10770065A0264|95 96|b
P10773455A1268|315 320|ALAS2
P10775038A0142|124 131|protein
P10775038A0142|132 133|s
P10775267A0363|31 32|L
P10775585A0754|191 198|protein
P10777217A0536|77 80|p53
P10777499A0883|111 112|B
P10779313A1842|216 218|AR
P10779508A0897|41 46|GRIP1
P10781541A1063|115 119|role
P10786742A0670|51 52|h
P10791901A0609|277 286|etoposide
P10792583A0000|67 71|role
P10793143A1533|170 174|role
P10793143A1533|125 129|Cdc6
P10794405A0000|153 155|H1
P10794405A0000|104 108|step
P10797125A0000|159 167|estrogen
P10799595A1454|11 14|YY1
P10799879T0000|38 41|Lnk
P10801330A1714|9 12|Cas
P10805286A0233|220 228|androgen
P10805286A0914|126 134|androgen
P10805729A0987|95 99|DDP1
P10805737T0000|130 134|eIF5
P10805737T0000|73 77|role
P10807900A0933|22 26|lack
P10809233A0606|100 102|H3
P10809233A0606|72 75|H12
P10817754T0000|123 126|H19
P10823837A1213|116 123|mannose
P10824485A0393|67 70|CD4
P10824958A1109|68 70|CO
P10824958A1109|139 141|wk
P10825200T0000|125 128|Syk
P10825200T0000|133 136|Lck
P10826946A1198|159 160|H
P10834781A0693|113 122|lidocaine
P10834781A0693|165 170|group
P10835355A0225|114 122|nutrient
P10836786A0516|135 139|MRP3
P10839593A0000|51 65|amphotericin B
P10852460A0170|85 92|retinol
P10852485A0477|82 84|CS
P10853850A1103|121 122|p
P10854004A0788|129 142|nitroprusside
P10854004A0788|95 106|angiotensin
P10856491A0178|50 51|s
P10861906A0999|160 164|IME1
P10864271A0504|137 141|role
P10864271A0504|29 33|role
P10864989A0484|65 66|p
P10866886A1277|45 54|oxycodone
P10869076A1384|109 112|Rho
P10869076A1384|61 71|tryptophan
P10872851A0714|129 130|P
P10872851A0714|164 165|P
P10878398A0542|42 47|group
P10880702A0966|147 158|amphetamine
P10881275T0000|33 48|GM1 ganglioside
P10882163A1077|133 143|exemestane
P10887912A0740|191 195|side
P10887921A0718|158 162|role
P10890911A0470|21 26|Smad3
P10890911A0470|75 79|LEF1
P10891093A0000|36 37|H
P10891399A1185|165 169|role
P10892823A1040|41 48|alcohol
P10894149T0000|202 210|estrogen
P10895417A0000|50 58|morphine
P10896859A0000|39 40|h
P10897973T0001|51 58|heparin
P10902348A0566|124 135|application
P10903733A0540|131 136|TRAF2
P10903837A1208|87 91|VSX1
P10903843A0447|67 74|cluster
P10903877A0879|36 39|AMP
P10903877A0879|43 52|forskolin
P10906176A0000|87 94|mutagen
P10910908A0767|71 75|role
P10913172A0442|101 107|lysine
P10913276A0510|45 49|SOS1
P10913276A0684|128 132|SOS1
P10913304A0894|69 73|Elk1
P10913304A0894|40 44|Ets2
P10913304A0894|63 67|SAP1
P10913304A1180|222 225|ERF
P10913304A1180|101 108|protein
P10917402T0000|42 55|amitriptyline
P10918164A0878|199 200|P
P10918596A0000|64 68|role
P10918948A0110|36 46|metabolite
P10919971A0606|87 96|vitamin E
P10920906A0759|138 140|cm
P10924061A0588|52 53|h
P10926776A0731|114 121|protein
P10931950A0869|0 4|Cdk2
P10933728A1398|52 56|CBF2
P10933728A1398|43 47|role
P10933732A0000|57 64|cluster
P10934640A1114|34 35|p
P10934640A1114|70 71|p
P10934640A1114|93 94|p
P10938102A1359|72 75|NS1
P10938109A1361|95 98|EGF
P10938113A0388|75 79|Vav3
P10940562T0000|88 93|thiol
P10943891A1062|126 136|nucleotide
P10945010T0001|4 8|role
P10951848A0230|103 107|CD34
P10954564A1262|58 65|protein
P10955913A0827|26 33|heparin
P10958456A0529|112 114|Cp
P10958688A0265|142 152|nucleotide
P10975465A0134|76 83|protein
P10975465A0134|147 148|D
P10983857A0923|81 82|H
P10987280A0604|56 73|threonine residue
P10987301A0332|356 363|mitogen
P10989777A1286|161 166|group
P10998679A0500|158 162|pain
P11000250A0200|155 159|CD40
P11003641A0811|46 51|RAP74
P11005831A0242|165 170|AREB3
P11006283A1180|71 75|poly
P11006283A1180|76 77|A
P11006283A1180|134 138|role
P11007949A1395|49 53|PTEN
P11007949A1607|42 45|ILK
P11007954A0170|78 81|Sos
P11007954A0170|216 219|Sos
P11007954A0170|83 86|Son
P11012680A0676|64 67|Src
P11012680A1020|109 114|FGFR1
P11015197A0310|19 27|cysteine
P11016014A0181|85 99|apolipoprotein
P11016724A0536|100 101|h
P11016850A0423|59 66|protein
P11023934A0855|81 82|P
P11023934A0855|24 25|P
P11024047A0626|34 39|Smad2
P11024300A1579|164 167|ARC
P11027280A0536|49 54|Smad2
P11027280A0536|59 64|Smad4
P11027289A0000|118 119|S
P11027724A0335|50 53|Ser
P11027724A0335|59 68|threonine
P11029467T0000|22 29|peptide
P11029467T0000|73 84|polypeptide
P11029700A0295|20 22|Os
P11029700A0295|6 8|Pt
P11029700A0746|50 52|Os
P11029700A0746|53 57|CycH
P11029704A0378|342 346|ABI3
P11029704A0378|167 171|ABI3
P11031773A0174|37 46|capsaicin
P11035037A0183|64 67|TBP
P11040219A0548|51 52|N
P11042199A0572|102 109|protein
P11042199A0572|168 178|dantrolene
P11042199A0572|111 121|nifedipine
P11042204A0186|29 49|phosphatidylinositol
P11042703A0875|116 118|mo
P11044105A0616|86 88|nt
P11044105A0616|58 62|ESS1
P11046517A0619|40 41|Z
P11049241A0659|168 173|group
P11049241A0659|142 147|group
P11049241A0659|25 30|group
P11054539A0114|144 155|polypeptide
P11054571A0230|29 33|TEN1
P11056007A0224|137 140|SET
P11056007A0224|60 67|stretch
P11056019A0926|86 96|metabolite
P11056019A0926|63 64|N
P11059786A0682|115 119|EGFR
P11059786A0682|129 149|phosphatidylinositol
P11059786T0000|162 182|phosphatidylinositol
P11062068T0000|116 120|role
P11062068T0000|42 49|protein
P11063127A0000|141 145|role
P11063127A0000|157 161|acid
P11063127A0000|105 107|PP
P11067928A0532|38 39|J
P11067928A0532|40 41|H
P11067928A0532|72 73|D
P11067928A0532|31 32|H
P11069307A0546|190 200|antagonist
P11069756A2618|456 460|POR1
P11069756A2618|184 188|GPCR
P11069791A0226|163 165|mo
P11069791A0226|92 94|mo
P11069897A1112|45 50|BACH1
P11070007A0136|128 130|Cp
P11070078A1153|49 52|p53
P11071924A0588|2 9|protein
P11073218A0800|10 20|nucleotide
P11074003A0741|26 29|Shh
P11078726X0000|302 306|role
P11082715X0001|184 196|theophylline
P11082715X0001|30 42|theophylline
P11084334A0590|111 114|TPR
P11084649A0497|60 64|side
P11094066A1194|67 71|KIP1
P11094073A0000|145 152|protein
P11094087T0000|22 26|Rnd3
P11100515A0282|22 32|amiodarone
P11101847A0159|24 28|E2F1
P11102458A0000|163 164|d
P11102458A0000|107 114|protein
P11105717A0123|165 175|hemoglobin
P11106428A0635|151 154|Ser
P11107637X0001|79 84|ozone
P11107637X0001|331 336|ozone
P11108548A0710|64 72|flavones
P11108548A0710|22 31|coumarins
P11108616A0000|73 74|g
P11108720A0124|254 258|S6K2
P11108720A0124|112 113|N
P11110040A0000|26 30|drug
P11111051A0051|31 36|Tip60
P11113179A0541|156 159|CBP
P11113179A1020|121 125|SRC1
P11113201A1114|75 79|step
P11114294A0075|207 211|CFTR
P11116148A0741|35 42|insulin
P11117263A0570|236 240|acid
P11118438A0411|245 249|Pin1
P11119611A0428|55 62|antigen
P11121397A0587|165 180|heparan sulfate
P11125363A0525|145 159|5-fluorouracil
P11125363A0525|105 114|cisplatin
P11125872A0133|69 86|phosphodiesterase
P11125872A0133|90 99|inhibitor
P11127200A1024|306 313|peptide
P11128312A1238|36 37|p
P11129724A0904|74 78|role
P11133986A0350|125 128|PIP
P11134351A1405|56 60|role
P11138694A0000|188 194|ligand
P11139148A0421|24 31|protein
P11145563A0202|63 69|sterol
P11145717A0936|22 28|lysine
P11145743A0170|158 165|protein
P11145813A0668|87 89|C6
P11150315A1126|13 16|EGF
P11150439A0701|168 179|application
P11150439A0701|93 95|CO
P11156484A0223|82 90|electron
P11156789A1669|179 187|propofol
P11157784A0141|129 135|DGCR6L
P11157879A0192|45 56|fluorescein
P11158236A0000|21 24|NGF
P11158236A0000|39 43|acid
P11159363A1251|64 65|m
P11160307A0394|5 13|molecule
P11160742A0696|5 6|Z
P11164078A0833|55 58|NAD
P11168422A0248|125 137|iron protein
P11169113A0555|21 25|role
P11171320A0894|138 145|protein
P11171320A0894|185 193|tyrosine
P11178696A0301|94 95|s
P11179687A0280|18 26|tyrosine
P11180027A1306|84 92|morphine
P11181525T0000|23 25|AR
P11181548A0214|53 54|s
P11191208A0000|266 270|PDR1
P11191365A0682|295 296|P
P11193045A1193|59 62|p53
P11194101A0532|70 75|group
P11201250A0849|63 74|application
P11202434T0000|103 108|ACBP2
P11207282A0729|84 90|Notch2
P11207308A0999|11 19|curcumin
P11207308A0999|212 216|JAK2
P11210401A0000|69 76|polymer
P11210839A0282|126 137|ethionamide
P11214354A1104|102 103|p
P11218739A0811|19 20|P
P11221845A1370|37 40|mlt
P11221845A1713|105 108|mlt
P11221845A1713|146 149|mlt
P11222639A1273|35 39|role
P11222639A1273|44 60|tyrosine residue
P11223257A0404|100 104|acid
P11223257A0404|299 312|cycloheximide
P11226752A0750|261 265|DTX1
P11226752A0750|245 251|Notch1
P11227039A0953|40 41|P
P11227484T0000|79 90|rhodamine B
P11230145A0732|37 41|role
P11231287A0158|85 97|thapsigargin
P11233643A0000|68 82|protoporphyrin
P11233643A0000|49 53|acid
P11238405A0817|104 108|role
P11238447A0524|127 133|eIF-5A
P11241166A0677|201 206|SOCS3
P11244568A0506|4 10|Gap69C
P11245986T0000|31 38|protein
P11250942A0626|190 193|VDR
P11250942A0626|23 26|VDR
P11254504A0766|88 91|Sp1
P11254713A1029|25 28|Tat
P11259503A0212|66 67|h
P11263622A0683|137 138|r
P11263622A0683|36 37|p
P11266184A0000|188 190|SE
P11274184A0000|57 68|antioxidant
P11274184A1068|28 32|ATF4
P11278286A0456|41 43|GR
P11278286A1083|103 105|GR
P11278563A0917|97 106|tankyrase
P11278583A0873|15 19|SNT1
P11278594A0618|242 249|peptide
P11278604A0300|214 217|Gal
P11279720A0844|52 63|cabergoline
P11282029A0075|123 127|role
P11282433T0000|38 47|etoposide
P11283014A0921|119 123|role
P11288930A0000|81 85|acid
P11289149A0658|107 115|cofactor
P11292839A0531|228 231|TBP
P11292839A0531|184 191|protein
P11306511A1476|115 119|lack
P11309389A0273|224 227|GHR
P11309400T0000|56 61|decay
P11311464A0362|33 37|pain
P11311980A1049|5 6|B
P11313398A0687|73 75|PI
P11313946T0000|18 26|effector
P11314030A1264|50 53|Crk
P11314428A0651|170 171|P
P11314428A0651|190 191|P
P11319098A0164|194 201|protein
P11323411A0505|206 209|Tyr
P11323411A0505|67 71|SHP2
P11323411A0505|210 211|P
P11323716A0413|29 33|DDI1
P11334124A0903|81 82|h
P11335116A1099|202 206|role
P11336211A0132|44 48|Appl
P11340080A0096|62 66|Hus1
P11342479A0430|63 73|paclitaxel
P11345445A0533|156 158|Cu
P11347201X0001|110 119|vitamin D
P11350038A0459|142 146|role
P11350982A0560|97 101|GCN2
P11352671A0492|6 17|application
P11353774A0255|246 253|protein
P11358962A0344|0 5|Foxp1
P11359827T0000|90 91|J
P11368363A0129|100 103|MPO
P11368911T0000|28 33|smg-4
P11369700A0074|0 3|CSR
P11371417A0744|145 148|TNF
P11372882A1143|9 10|p
P11372882A1143|13 16|DDE
P11375392T0000|98 101|Sp1
P11376007A0584|209 213|PP2A
P11376279A0000|64 66|MR
P11376946A0000|85 96|phosphatase
P11387950X0001|227 230|TNF
P11389085A1032|137 140|RET
P11391793A0856|200 203|PAC
P11392772A0182|187 192|water
P11393463A0274|71 76|group
P11403719A1257|91 98|insulin
P11404016A1922|154 164|polyketide
P11408099A0518|143 144|P
P11408099A0518|105 106|r
P11408338A1686|25 28|PSP
P11408604A1440|35 36|D
P11408604A1440|26 27|D
P11409425A0000|222 225|Apo
P11410664A0963|165 169|step
P11416012A2511|201 204|min
P11416012A2511|267 277|wortmannin
P11416012A2511|30 34|role
P11416393A0000|335 336|g
P11423991A1393|113 116|p53
P11427329A1077|129 130|N
P11431472A0540|55 56|d
P11431472A0540|105 106|A
P11435428A0000|84 94|acetyl-CoA
P11435517A0396|33 35|CP
P11441952A0414|183 184|b
P11443509A0293|43 44|y
P11443999A0573|103 104|P
P11450490A0565|204 205|P
P11451682A0190|126 137|albendazole
P11459304T0078|25 36|venlafaxine
P11459962A0785|45 50|Rad52
P11461595A0000|124 125|B
P11463834A0606|70 73|CBP
P11468958A0122|117 122|donor
P11469701A0377|120 127|insulin
P11470914A0305|16 20|Rac1
P11474642A1451|87 90|min
P11478627A0573|71 72|D
P11480555A0928|18 26|ceramide
P11481625A0202|148 169|peginterferon alfa-2b
P11486032A1261|71 78|protein
P11489597A0379|65 70|group
P11496617A0301|436 441|group
P11502758A0869|51 55|role
P11504709A0981|79 82|TPO
P11509266A0955|55 56|P
P11509266A0955|89 90|P
P11513579A0372|56 60|Rac1
P11517399A0858|126 127|T
P11522584A0882|106 107|P
P11522658A0870|112 116|Cdk2
P11523446A0523|79 81|MS
P11524015A0937|61 63|nt
P11528127A1402|71 73|H1
P11533238A1137|74 79|HDAC1
P11534900A0000|135 153|piperonyl butoxide
P11535832A0586|39 41|aa
P11538437A0568|75 76|A
P11538437A0568|83 84|A
P11538437A0568|210 211|N
P11538437A0568|113 114|A
P11538437A0568|183 184|A
P11543154T0000|25 27|Tb
P11545594A1556|177 184|protein
P11548027A0163|148 153|water
P11552058A0833|136 148|barbiturates
P11554727A0890|86 89|PTH
P11556809A2085|127 136|capsidiol
P11557127A0991|58 62|role
P11559789A0314|106 118|progesterone
P11560992A0000|87 91|MKK4
P11560992A0651|63 67|MKK7
P11562278A0169|88 92|role
P11562870A0892|34 45|lamotrigine
P11564871A1184|200 204|lack
P11564871A1184|148 151|TBP
P11566874T0000|38 44|dynein
P11573891A0525|84 87|TST
P11574088A1687|111 112|P
P11577094A1226|75 79|role
P11595478A1014|0 2|Hp
P11669476A0346|148 152|role
P11677839A0876|84 85|p
P11680835A0756|83 87|acid
P11687180A3209|12 16|term
P11692004A1200|129 132|NF1
P11697760A0000|67 83|17beta-estradiol
